11:29:00		83500
11:29:01		83500
11:29:02		83500
11:29:03		83500
11:29:04		83500
11:29:05		83500
11:29:06		83600
11:29:07		83600
11:29:08		83600
11:29:09		83700
11:29:10		83700
11:29:11		83700
11:29:12		83700
11:29:13		83700
11:29:14		83700
11:29:15		83700
11:29:16		83700
11:29:17		83700
11:29:18		83700
11:29:19		83700
11:29:20		83700
11:29:21		83800
11:29:22		83800
11:29:23		83800
11:29:24		83800
11:29:25		83800
11:29:26		83800
11:29:27		83800
11:29:28		83800
11:29:29		83800
11:29:30		83800
11:29:31		83800
11:29:32		83800
11:29:33		83800
11:29:34		83900
11:29:35		83900
11:29:36		84000
11:29:37		84000
11:29:38		84000
11:29:39		84000
11:29:40		84000
11:29:41		84000
11:29:42		84000
11:29:43		84100
11:29:44		84100
11:29:45		84100
11:29:46		84100
11:29:47		84100
11:29:48		84100
11:29:49		84100
11:29:50		84100
11:29:51		84100
11:29:52		84100
11:29:53		84200
11:29:54		84200
11:29:55		84200
11:29:56		84300
11:29:57		84300
11:29:58		84300
11:29:59		84300
11:30:00		84400
