11:29:00		83700
11:29:01		83700
11:29:02		83700
11:29:03		83700
11:29:04		83700
11:29:05		83700
11:29:06		83700
11:29:07		83700
11:29:08		83700
11:29:09		83700
11:29:10		83700
11:29:11		83700
11:29:12		83700
11:29:13		83700
11:29:14		83800
11:29:15		83800
11:29:16		83800
11:29:17		83900
11:29:18		83900
11:29:19		83900
11:29:20		83900
11:29:21		84000
11:29:22		84000
11:29:23		84000
11:29:24		84000
11:29:25		84000
11:29:26		84000
11:29:27		84000
11:29:28		84000
11:29:29		84000
11:29:30		84000
11:29:31		84000
11:29:32		84000
11:29:33		84000
11:29:34		84000
11:29:35		84000
11:29:36		84000
11:29:37		84000
11:29:38		84000
11:29:39		84100
11:29:40		84100
11:29:41		84200
11:29:42		84200
11:29:43		84300
11:29:44		84300
11:29:45		84300
11:29:46		84300
11:29:47		84400
11:29:48		84400
11:29:49		84400
11:29:50		84500
11:29:51		84500
11:29:52		84500
11:29:53		84600
11:29:54		84600
11:29:55		84700
11:29:56		84800
11:29:57		84800
11:29:58		84900
11:29:59		85000
11:30:00		85100
