11:29:00		81500
11:29:01		81500
11:29:02		81500
11:29:03		81500
11:29:04		81500
11:29:05		81500
11:29:06		81500
11:29:07		81500
11:29:08		81500
11:29:09		81500
11:29:10		81500
11:29:11		81500
11:29:12		81500
11:29:13		81500
11:29:14		81500
11:29:15		81500
11:29:16		81500
11:29:17		81500
11:29:18		81500
11:29:19		81500
11:29:20		81600
11:29:21		81600
11:29:22		81600
11:29:23		81600
11:29:24		81600
11:29:25		81700
11:29:26		81700
11:29:27		81700
11:29:28		81800
11:29:29		81800
11:29:30		81800
11:29:31		81800
11:29:32		81800
11:29:33		81800
11:29:34		81800
11:29:35		81800
11:29:36		81800
11:29:37		81800
11:29:38		81800
11:29:39		81800
11:29:40		81800
11:29:41		81800
11:29:42		81800
11:29:43		81800
11:29:44		81900
11:29:45		81900
11:29:46		81900
11:29:47		82000
11:29:48		82000
11:29:49		82000
11:29:50		82100
11:29:51		82100
11:29:52		82100
11:29:53		82100
11:29:54		82200
11:29:55		82200
11:29:56		82200
11:29:57		82200
11:29:58		82200
11:29:59		82200
11:30:00		82200
